workload_id,run_id,spec_path,run_dir,gpu_count,cuda_visible_devices,assigned_gpu_a_index,assigned_gpu_b_index,assigned_gpu_a_uuid,assigned_gpu_b_uuid,elapsed_seconds_index,elapsed_seconds_time_json,training_loop_time_s,end_to_end_time_s,exit_code,gpu_memory_requirement_mib,faketensor_estimate,summary_exists,summary_path,faketensor_path,dcgm_effective_memory_anchor_timestamp,dcgm_log_start_timestamp,first_dcgm_activity_after_memory_timestamp,first_dcgm_activity_timestamp,first_memory_anchor_timestamp,gpu_memory_peak_200s_mib,gpu_memory_peak_full_mib,memory_to_dcgm_activity_lag_s,memory_to_dcgm_sample_lag_s,nvidia_log_start_timestamp,profile_anchor,profile_anchor_found
resnet34_cifar100_bs128_20e_1gpu,2026-06-16_16-49-06_367a764b,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet34_cifar100_bs128_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs128_20e_1gpu/2026-06-16_16-49-06_367a764b,1,0,0,,GPU-ea93b842-ff46-a040-3e86-9292c61a6654,,283.817028,283.8170275501907,272.22,275.78,0,1076,0.1419,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs128_20e_1gpu/2026-06-16_16-49-06_367a764b/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs128_20e_1gpu/2026-06-16_16-49-06_367a764b/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T16:49:13.234000,684.0,684.0,,,2026-06-16T16:49:06.519000,first-memory,True
resnet34_cifar100_bs128_50e_1gpu,2026-06-16_18-03-20_9b235bec,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet34_cifar100_bs128_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs128_50e_1gpu/2026-06-16_18-03-20_9b235bec,1,1,1,,GPU-2bd2c45d-9e92-653b-8ea2-406dc6ad138f,,683.013266,683.013265516609,671.28,674.86,0,1076,0.1419,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs128_50e_1gpu/2026-06-16_18-03-20_9b235bec/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs128_50e_1gpu/2026-06-16_18-03-20_9b235bec/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T18:03:27.350000,684.0,684.0,,,2026-06-16T18:03:20.586000,first-memory,True
resnet34_cifar100_bs32_20e_1gpu,2026-06-16_15-27-10_e78710f5,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet34_cifar100_bs32_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs32_20e_1gpu/2026-06-16_15-27-10_e78710f5,1,2,2,,GPU-3b3c2291-7688-7cd4-ec0a-cdb638dd10e7,,1052.336426,1052.3364255498163,1040.43,1044.05,0,1004,0.0921,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs32_20e_1gpu/2026-06-16_15-27-10_e78710f5/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs32_20e_1gpu/2026-06-16_15-27-10_e78710f5/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T15:27:17.258000,686.0,686.0,,,2026-06-16T15:27:10.573000,first-memory,True
resnet34_cifar100_bs32_50e_1gpu,2026-06-16_14-59-03_e0379b4a,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet34_cifar100_bs32_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs32_50e_1gpu/2026-06-16_14-59-03_e0379b4a,1,3,3,,GPU-a4f5bfcd-5a1a-e006-fcb4-cc25d681f4ea,,2675.815869,2675.815869211685,2662.97,2666.51,0,1004,0.0921,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs32_50e_1gpu/2026-06-16_14-59-03_e0379b4a/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs32_50e_1gpu/2026-06-16_14-59-03_e0379b4a/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T14:59:11.659000,686.0,686.0,,,2026-06-16T14:59:03.792000,first-memory,True
resnet34_cifar100_bs64_20e_1gpu,2026-06-16_16-53-50_9fba6593,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet34_cifar100_bs64_20e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs64_20e_1gpu/2026-06-16_16-53-50_9fba6593,1,0,0,,GPU-ea93b842-ff46-a040-3e86-9292c61a6654,,532.806653,532.80665306421,520.3,524.07,0,1018,0.1082,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs64_20e_1gpu/2026-06-16_16-53-50_9fba6593/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs64_20e_1gpu/2026-06-16_16-53-50_9fba6593/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T16:53:58.234000,688.0,688.0,,,2026-06-16T16:53:50.418000,first-memory,True
resnet34_cifar100_bs64_50e_1gpu,2026-06-16_18-14-43_5402254c,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet34_cifar100_bs64_50e_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs64_50e_1gpu/2026-06-16_18-14-43_5402254c,1,1,1,,GPU-2bd2c45d-9e92-653b-8ea2-406dc6ad138f,,1516.790943,1516.7909432002343,1504.8,1508.42,0,1018,0.1082,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs64_50e_1gpu/2026-06-16_18-14-43_5402254c/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet34_cifar100_bs64_50e_1gpu/2026-06-16_18-14-43_5402254c/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T18:14:50.524000,688.0,688.0,,,2026-06-16T18:14:43.692000,first-memory,True
resnet50_imagenet_bs32_1gpu,2026-06-16_15-44-42_d6436aa9,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet50_imagenet_bs32_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet50_imagenet_bs32_1gpu/2026-06-16_15-44-42_d6436aa9,1,2,2,,GPU-3b3c2291-7688-7cd4-ec0a-cdb638dd10e7,,5614.010753,5614.0107534299605,5600.61,5605.73,0,3944,2.6099,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet50_imagenet_bs32_1gpu/2026-06-16_15-44-42_d6436aa9/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet50_imagenet_bs32_1gpu/2026-06-16_15-44-42_d6436aa9/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T15:44:49.708000,3560.0,3560.0,,,2026-06-16T15:44:43.002000,first-memory,True
resnet50_imagenet_bs64_1gpu,2026-06-16_15-43-39_e270c872,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/resnet50_imagenet_bs64_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet50_imagenet_bs64_1gpu/2026-06-16_15-43-39_e270c872,1,3,3,,GPU-a4f5bfcd-5a1a-e006-fcb4-cc25d681f4ea,,5475.476684,5475.476684029214,5461.19,5466.45,0,7118,5.2119,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet50_imagenet_bs64_1gpu/2026-06-16_15-43-39_e270c872/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/resnet50_imagenet_bs64_1gpu/2026-06-16_15-43-39_e270c872/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T15:43:46.419000,6728.0,6728.0,,,2026-06-16T15:43:39.687000,first-memory,True
unet_voc_1gpu,2026-06-16_17-02-43_2e4aeb49,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/unet_voc_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/unet_voc_1gpu/2026-06-16_17-02-43_2e4aeb49,1,0,0,,GPU-ea93b842-ff46-a040-3e86-9292c61a6654,,4754.437786,4754.437785562128,4653.18,4745.61,0,5636,3.3243,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/unet_voc_1gpu/2026-06-16_17-02-43_2e4aeb49/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/unet_voc_1gpu/2026-06-16_17-02-43_2e4aeb49/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T17:02:51.081000,5378.0,5378.0,,,2026-06-16T17:02:43.301000,first-memory,True
vgg16_imagenet_bs32_1gpu,2026-06-16_18-40-00_370134c0,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/vgg16_imagenet_bs32_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/vgg16_imagenet_bs32_1gpu/2026-06-16_18-40-00_370134c0,1,1,1,,GPU-2bd2c45d-9e92-653b-8ea2-406dc6ad138f,,8281.936514,8281.936513773166,8267.67,8274.19,0,6680,3.0482,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/vgg16_imagenet_bs32_1gpu/2026-06-16_18-40-00_370134c0/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/vgg16_imagenet_bs32_1gpu/2026-06-16_18-40-00_370134c0/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T18:40:07.361000,7072.0,7072.0,,,2026-06-16T18:40:00.622000,first-memory,True
xception_imagenet_bs32_1gpu,2026-06-16_17-18-16_66edee22,/data/eyousefzadeh/AEGIS/evaluation/workloads/training/specs/yaml_legacy_11gb/xception_imagenet_bs32_1gpu.yaml,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/xception_imagenet_bs32_1gpu/2026-06-16_17-18-16_66edee22,1,2,2,,GPU-3b3c2291-7688-7cd4-ec0a-cdb638dd10e7,,7943.206234,7943.206233609002,7929.95,7935.08,0,5922,4.0688,True,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/xception_imagenet_bs32_1gpu/2026-06-16_17-18-16_66edee22/artifacts/summary/summary.txt,/data/eyousefzadeh/AEGIS/evaluation/profiling/solo/legacy_rtx2080ti/runs/xception_imagenet_bs32_1gpu/2026-06-16_17-18-16_66edee22/artifacts/faketensor/faketensor.txt,,,,,2026-06-16T17:18:23.962000,5382.0,5382.0,,,2026-06-16T17:18:17.154000,first-memory,True
